,absolute angle of inclination,angle of inclination,number of electrodes,voltage magnitude,voltage frequency,electrode dimension,x pitch,number of phases,grain mass density,mesh size,gravity,phase shift,time step,maximum classified radius,distance between dust generation and first electrode,grain number density,yield
160,50.0,50.0,4.0,2000.0,5.0,5.0,35.0,4.0,1000.0,0.001000000047,6.0,90.0,0.004999999888,1e-05,0.125134125352,1.0,3.406803607941
161,25.0,25.0,6.0,1500.0,10.0,5.0,20.0,4.0,4000.0,0.001000000047,3.0,90.0,0.004999999888,1e-05,0.046630769968,1.0,3.338329315186
162,25.0,25.0,4.0,1500.0,5.0,4.0,20.0,4.0,4000.0,0.001000000047,3.0,90.0,0.004999999888,1e-05,0.027978463098,1.0,3.211342334747
163,335.0,25.0,10.0,1000.0,15.0,4.0,30.0,4.0,4000.0,0.001000000047,9.0,90.0,0.004999999888,1e-05,0.015048474073,1.0,3.534628629684
164,335.0,25.0,10.0,500.0,15.0,4.0,20.0,4.0,1000.0,0.001000000047,3.0,90.0,0.004999999888,1e-05,0.016032300889,1.0,3.420297384262
165,310.0,50.0,6.0,500.0,20.0,4.0,30.0,4.0,1000.0,0.001000000047,3.0,90.0,0.004999999888,1e-05,0.028618469834,1.0,3.23197054863
166,50.0,50.0,8.0,2000.0,5.0,6.0,20.0,4.0,3000.0,0.001000000047,3.0,90.0,0.004999999888,1e-05,0.16684551537,1.0,3.493156909943
167,25.0,25.0,6.0,1500.0,5.0,5.0,20.0,4.0,2000.0,0.001000000047,3.0,90.0,0.004999999888,1e-05,0.046630769968,1.0,3.457901239395
168,50.0,50.0,4.0,1500.0,5.0,4.0,20.0,4.0,4000.0,0.001000000047,9.0,90.0,0.004999999888,1e-05,0.071505218744,1.0,3.046214580536
169,25.0,25.0,6.0,1500.0,20.0,4.0,20.0,4.0,3000.0,0.001000000047,3.0,90.0,0.004999999888,1e-05,0.046630766243,1.0,3.212070226669
170,310.0,50.0,4.0,500.0,10.0,4.0,30.0,4.0,4000.0,0.001000000047,3.0,90.0,0.004999999888,1e-05,0.029371082783,1.0,3.038659334183
171,335.0,25.0,10.0,500.0,5.0,4.0,20.0,4.0,3000.0,0.001000000047,3.0,90.0,0.004999999888,1e-05,0.016032300889,1.0,3.345703840256
172,50.0,50.0,4.0,2000.0,15.0,4.0,30.0,4.0,2000.0,0.001000000047,12.0,90.0,0.004999999888,1e-05,0.107257828116,1.0,3.092294692993
173,310.0,50.0,10.0,1000.0,20.0,4.0,30.0,4.0,4000.0,0.001000000047,9.0,90.0,0.004999999888,1e-05,0.027113258839,1.0,3.393089056015
174,25.0,25.0,10.0,2000.0,15.0,6.0,20.0,4.0,4000.0,0.001000000047,6.0,90.0,0.004999999888,1e-05,0.083935394883,1.0,3.351889610291
175,310.0,50.0,4.0,500.0,5.0,4.0,30.0,4.0,1000.0,0.001000000047,3.0,90.0,0.004999999888,1e-05,0.029371082783,1.0,3.032440900803
176,310.0,50.0,4.0,1000.0,10.0,5.0,35.0,4.0,3000.0,0.001000000047,12.0,90.0,0.004999999888,1e-05,0.029932945967,1.0,3.459154844284
177,310.0,50.0,4.0,1000.0,5.0,4.0,30.0,4.0,3000.0,0.001000000047,12.0,90.0,0.004999999888,1e-05,0.029371082783,1.0,3.062321662903
178,310.0,50.0,4.0,1000.0,20.0,4.0,30.0,4.0,2000.0,0.001000000047,12.0,90.0,0.004999999888,1e-05,0.029371082783,1.0,3.072839021683
179,25.0,25.0,6.0,1500.0,20.0,4.0,20.0,4.0,2000.0,0.001000000047,3.0,90.0,0.004999999888,1e-05,0.046630766243,1.0,3.244168758392
180,50.0,50.0,8.0,2000.0,15.0,3.0,20.0,4.0,1000.0,0.001000000047,3.0,90.0,0.004999999888,1e-05,0.166845500469,1.0,3.673393726349
181,25.0,25.0,10.0,1500.0,5.0,6.0,20.0,4.0,2000.0,0.001000000047,3.0,90.0,0.004999999888,1e-05,0.083935394883,1.0,3.756520748138
182,335.0,25.0,10.0,500.0,5.0,5.0,20.0,4.0,3000.0,0.001000000047,3.0,90.0,0.004999999888,1e-05,0.015532299876,1.0,3.79091668129
183,25.0,25.0,4.0,2000.0,15.0,6.0,40.0,4.0,2000.0,0.001000000047,3.0,90.0,0.004999999888,1e-05,0.055956926197,1.0,3.979603290558
184,335.0,25.0,10.0,1000.0,10.0,5.0,20.0,4.0,2000.0,0.001000000047,12.0,90.0,0.004999999888,1e-05,0.015532299876,1.0,3.779772281647
185,335.0,25.0,4.0,500.0,5.0,3.0,20.0,4.0,1000.0,0.001000000047,3.0,90.0,0.004999999888,1e-05,0.014510769397,1.0,3.738748550415
186,335.0,25.0,10.0,1000.0,15.0,5.0,20.0,4.0,2000.0,0.001000000047,12.0,90.0,0.004999999888,1e-05,0.015532299876,1.0,3.762314319611
187,50.0,50.0,10.0,1500.0,15.0,4.0,30.0,4.0,4000.0,0.001000000047,3.0,90.0,0.004999999888,1e-05,0.32177349925,1.0,3.891475915909
188,335.0,25.0,8.0,1000.0,15.0,5.0,20.0,4.0,2000.0,0.001000000047,6.0,90.0,0.004999999888,1e-05,0.014858461916,1.0,4.033868312836
189,50.0,50.0,4.0,2000.0,20.0,5.0,20.0,4.0,3000.0,0.001000000047,12.0,90.0,0.004999999888,1e-05,0.071505218744,1.0,3.745712757111
190,50.0,50.0,8.0,2000.0,10.0,3.0,20.0,4.0,1000.0,0.001000000047,3.0,90.0,0.004999999888,1e-05,0.166845500469,1.0,3.722525119781
191,25.0,25.0,10.0,2000.0,20.0,4.0,30.0,4.0,3000.0,0.001000000047,3.0,90.0,0.004999999888,1e-05,0.125903069973,1.0,4.080847740173
192,335.0,25.0,6.0,1000.0,15.0,4.0,30.0,4.0,4000.0,0.001000000047,9.0,90.0,0.004999999888,1e-05,0.018026925623,1.0,4.041745662689
193,310.0,50.0,8.0,1000.0,15.0,4.0,30.0,4.0,4000.0,0.001000000047,9.0,90.0,0.004999999888,1e-05,0.027865886688,1.0,4.082521438599
194,50.0,50.0,6.0,1500.0,20.0,5.0,20.0,4.0,3000.0,0.001000000047,3.0,90.0,0.004999999888,1e-05,0.119175352156,1.0,3.754033327103
195,310.0,50.0,8.0,1000.0,20.0,4.0,30.0,4.0,1000.0,0.001000000047,9.0,90.0,0.004999999888,1e-05,0.027865886688,1.0,4.075219154358
196,25.0,25.0,4.0,1000.0,10.0,5.0,20.0,4.0,4000.0,0.001000000047,3.0,90.0,0.004999999888,1e-05,0.027978461236,1.0,3.627649784088
197,335.0,25.0,10.0,1000.0,15.0,5.0,20.0,4.0,1000.0,0.001000000047,12.0,90.0,0.004999999888,1e-05,0.015532299876,1.0,3.812499284744
198,50.0,50.0,4.0,2000.0,15.0,5.0,20.0,4.0,3000.0,0.001000000047,12.0,90.0,0.004999999888,1e-05,0.071505218744,1.0,3.744729995728
199,50.0,50.0,8.0,2000.0,20.0,5.0,20.0,4.0,2000.0,0.001000000047,3.0,90.0,0.004999999888,1e-05,0.16684551537,1.0,3.709701061249
200,310.0,50.0,8.0,1000.0,5.0,4.0,30.0,4.0,1000.0,0.001000000047,9.0,90.0,0.004999999888,1e-05,0.027865886688,1.0,4.044933319092
201,50.0,50.0,4.0,1500.0,15.0,5.0,35.0,4.0,1000.0,0.001000000047,3.0,90.0,0.004999999888,1e-05,0.125134125352,1.0,3.866937398911
202,25.0,25.0,10.0,2000.0,5.0,4.0,30.0,4.0,4000.0,0.001000000047,3.0,90.0,0.004999999888,1e-05,0.125903069973,1.0,4.005131244659
203,50.0,50.0,10.0,1500.0,15.0,4.0,30.0,4.0,3000.0,0.001000000047,3.0,90.0,0.004999999888,1e-05,0.32177349925,1.0,3.828696489334
204,335.0,25.0,10.0,500.0,20.0,5.0,20.0,4.0,1000.0,0.001000000047,3.0,90.0,0.004999999888,1e-05,0.015532299876,1.0,3.805157661438
205,50.0,50.0,6.0,2000.0,5.0,4.0,20.0,4.0,3000.0,0.001000000047,6.0,90.0,0.004999999888,1e-05,0.119175359607,1.0,3.713300704956
206,335.0,25.0,10.0,500.0,5.0,5.0,20.0,4.0,4000.0,0.001000000047,3.0,90.0,0.004999999888,1e-05,0.015532299876,1.0,3.824446439743
207,50.0,50.0,8.0,2000.0,15.0,3.0,20.0,4.0,2000.0,0.001000000047,3.0,90.0,0.004999999888,1e-05,0.166845500469,1.0,3.690191984177
208,335.0,25.0,8.0,1000.0,5.0,4.0,30.0,4.0,1000.0,0.001000000047,9.0,90.0,0.004999999888,1e-05,0.019037686288,1.0,3.988627433777
209,335.0,25.0,6.0,1000.0,15.0,4.0,30.0,4.0,2000.0,0.001000000047,9.0,90.0,0.004999999888,1e-05,0.018026925623,1.0,4.119776248932
210,335.0,25.0,8.0,500.0,15.0,4.0,20.0,4.0,1000.0,0.001000000047,3.0,90.0,0.004999999888,1e-05,0.01535846293,1.0,4.306975841522
211,310.0,50.0,8.0,500.0,20.0,4.0,20.0,4.0,1000.0,0.001000000047,3.0,90.0,0.004999999888,1e-05,0.024577230215,1.0,4.749454021454
212,25.0,25.0,4.0,1500.0,5.0,6.0,20.0,4.0,1000.0,0.001000000047,9.0,90.0,0.004999999888,1e-05,0.027978461236,1.0,4.255374908447
213,50.0,50.0,4.0,1500.0,5.0,4.0,20.0,4.0,1000.0,0.001000000047,3.0,90.0,0.004999999888,1e-05,0.071505218744,1.0,4.370460510254
214,310.0,50.0,10.0,1000.0,5.0,5.0,20.0,4.0,1000.0,0.001000000047,12.0,90.0,0.004999999888,1e-05,0.020242184401,1.0,4.74452495575
215,335.0,25.0,8.0,500.0,10.0,4.0,20.0,4.0,2000.0,0.001000000047,3.0,90.0,0.004999999888,1e-05,0.01535846293,1.0,4.409925460815
216,25.0,25.0,4.0,1500.0,20.0,6.0,20.0,4.0,2000.0,0.001000000047,9.0,90.0,0.004999999888,1e-05,0.027978461236,1.0,4.339346885681
217,335.0,25.0,8.0,500.0,20.0,4.0,20.0,4.0,1000.0,0.001000000047,3.0,90.0,0.004999999888,1e-05,0.01535846293,1.0,4.371468067169
218,310.0,50.0,8.0,500.0,10.0,4.0,20.0,4.0,2000.0,0.001000000047,3.0,90.0,0.004999999888,1e-05,0.024577230215,1.0,4.768763542175
219,310.0,50.0,10.0,1000.0,15.0,5.0,20.0,4.0,4000.0,0.001000000047,12.0,90.0,0.004999999888,1e-05,0.020242184401,1.0,4.775856018066
220,25.0,25.0,4.0,1500.0,15.0,6.0,20.0,4.0,1000.0,0.001000000047,9.0,90.0,0.004999999888,1e-05,0.027978461236,1.0,4.276567459106
221,310.0,50.0,8.0,1000.0,20.0,4.0,20.0,4.0,2000.0,0.001000000047,12.0,90.0,0.004999999888,1e-05,0.024577230215,1.0,4.778736114502
222,50.0,50.0,4.0,1500.0,15.0,5.0,20.0,4.0,4000.0,0.001000000047,6.0,90.0,0.004999999888,1e-05,0.071505218744,1.0,4.663769245148
223,335.0,25.0,4.0,1000.0,5.0,6.0,40.0,4.0,1000.0,0.001000000047,9.0,90.0,0.004999999888,1e-05,0.01902154088,1.0,4.417213916779
224,335.0,25.0,8.0,500.0,10.0,4.0,20.0,4.0,1000.0,0.001000000047,3.0,90.0,0.004999999888,1e-05,0.01535846293,1.0,4.314167976379
225,310.0,50.0,10.0,1000.0,15.0,5.0,20.0,4.0,1000.0,0.001000000047,12.0,90.0,0.004999999888,1e-05,0.020242184401,1.0,4.745543003082
226,50.0,50.0,4.0,2000.0,20.0,3.0,20.0,4.0,4000.0,0.001000000047,9.0,90.0,0.004999999888,1e-05,0.071505218744,1.0,4.368828296661
227,335.0,25.0,8.0,500.0,5.0,4.0,20.0,4.0,2000.0,0.001000000047,3.0,90.0,0.004999999888,1e-05,0.01535846293,1.0,4.305529117584
228,310.0,50.0,10.0,500.0,20.0,4.0,20.0,4.0,2000.0,0.001000000047,3.0,90.0,0.004999999888,1e-05,0.020742192864,1.0,4.372975826263
229,25.0,25.0,6.0,1500.0,10.0,6.0,20.0,4.0,1000.0,0.001000000047,3.0,90.0,0.004999999888,1e-05,0.046630769968,1.0,4.788334369659
230,50.0,50.0,4.0,1500.0,5.0,5.0,20.0,4.0,3000.0,0.001000000047,6.0,90.0,0.004999999888,1e-05,0.071505218744,1.0,4.720131397247
231,335.0,25.0,8.0,500.0,10.0,4.0,20.0,4.0,3000.0,0.001000000047,3.0,90.0,0.004999999888,1e-05,0.01535846293,1.0,4.354447364807
232,335.0,25.0,8.0,500.0,20.0,4.0,20.0,4.0,3000.0,0.001000000047,3.0,90.0,0.004999999888,1e-05,0.01535846293,1.0,4.375261306763
233,50.0,50.0,6.0,1500.0,20.0,4.0,20.0,4.0,2000.0,0.001000000047,3.0,90.0,0.004999999888,1e-05,0.119175359607,1.0,4.359083652496
234,310.0,50.0,10.0,500.0,5.0,5.0,20.0,4.0,1000.0,0.001000000047,3.0,90.0,0.004999999888,1e-05,0.020242184401,1.0,4.729506969452
235,25.0,25.0,4.0,1500.0,5.0,6.0,20.0,4.0,4000.0,0.001000000047,9.0,90.0,0.004999999888,1e-05,0.027978461236,1.0,4.338222980499
236,335.0,25.0,8.0,500.0,15.0,4.0,20.0,4.0,4000.0,0.001000000047,3.0,90.0,0.004999999888,1e-05,0.01535846293,1.0,4.295050144196
237,335.0,25.0,4.0,1000.0,10.0,5.0,35.0,4.0,3000.0,0.001000000047,9.0,90.0,0.004999999888,1e-05,0.018018845469,1.0,4.213001251221
238,310.0,50.0,10.0,500.0,15.0,5.0,20.0,4.0,2000.0,0.001000000047,3.0,90.0,0.004999999888,1e-05,0.020242184401,1.0,4.763792037964
239,50.0,50.0,6.0,1500.0,15.0,4.0,20.0,4.0,3000.0,0.001000000047,3.0,90.0,0.004999999888,1e-05,0.119175359607,1.0,4.363844394684
240,310.0,50.0,4.0,1000.0,10.0,4.0,30.0,4.0,4000.0,0.001000000047,9.0,90.0,0.004999999888,1e-05,0.029371082783,1.0,5.373089790344
241,310.0,50.0,8.0,1000.0,10.0,5.0,20.0,4.0,1000.0,0.001000000047,12.0,90.0,0.004999999888,1e-05,0.024077236652,1.0,4.99626493454
242,310.0,50.0,10.0,500.0,10.0,5.0,20.0,4.0,4000.0,0.001000000047,3.0,90.0,0.004999999888,1e-05,0.020242184401,1.0,4.834658622742
243,25.0,25.0,6.0,1500.0,10.0,6.0,20.0,4.0,3000.0,0.001000000047,3.0,90.0,0.004999999888,1e-05,0.046630769968,1.0,4.946120262146
244,335.0,25.0,6.0,1000.0,15.0,5.0,20.0,4.0,2000.0,0.001000000047,12.0,90.0,0.004999999888,1e-05,0.014184616506,1.0,5.241121768951
245,310.0,50.0,8.0,1000.0,20.0,5.0,20.0,4.0,4000.0,0.001000000047,12.0,90.0,0.004999999888,1e-05,0.024077236652,1.0,5.024740695953
246,50.0,50.0,4.0,2000.0,15.0,4.0,30.0,4.0,4000.0,0.001000000047,9.0,90.0,0.004999999888,1e-05,0.107257828116,1.0,5.275863647461
247,335.0,25.0,6.0,1000.0,20.0,5.0,20.0,4.0,1000.0,0.001000000047,12.0,90.0,0.004999999888,1e-05,0.014184616506,1.0,5.170056819916
248,310.0,50.0,8.0,500.0,10.0,5.0,20.0,4.0,1000.0,0.001000000047,3.0,90.0,0.004999999888,1e-05,0.024077236652,1.0,5.014976501465
249,310.0,50.0,10.0,1000.0,20.0,5.0,20.0,4.0,2000.0,0.001000000047,12.0,90.0,0.004999999888,1e-05,0.020242184401,1.0,4.845737934113
250,335.0,25.0,8.0,1000.0,20.0,5.0,20.0,4.0,4000.0,0.001000000047,12.0,90.0,0.004999999888,1e-05,0.014858461916,1.0,5.338834285736
251,310.0,50.0,8.0,500.0,15.0,5.0,20.0,4.0,4000.0,0.001000000047,3.0,90.0,0.004999999888,1e-05,0.024077236652,1.0,5.058835983276
252,50.0,50.0,4.0,2000.0,5.0,6.0,20.0,4.0,4000.0,0.001000000047,6.0,90.0,0.004999999888,1e-05,0.071505218744,1.0,4.959733486176
253,335.0,25.0,6.0,2000.0,5.0,6.0,40.0,4.0,1000.0,0.001000000047,12.0,90.0,0.004999999888,1e-05,0.02036922425,1.0,4.878859996796
254,335.0,25.0,6.0,500.0,20.0,5.0,20.0,4.0,2000.0,0.001000000047,3.0,90.0,0.004999999888,1e-05,0.014184616506,1.0,5.190728664398
255,335.0,25.0,6.0,1500.0,5.0,3.0,20.0,4.0,4000.0,0.001000000047,12.0,90.0,0.004999999888,1e-05,0.015184614807,1.0,5.15018081665
256,50.0,50.0,4.0,1000.0,15.0,4.0,20.0,4.0,3000.0,0.001000000047,3.0,90.0,0.004999999888,1e-05,0.071505218744,1.0,5.129053115845
257,50.0,50.0,4.0,1000.0,10.0,4.0,20.0,4.0,2000.0,0.001000000047,3.0,90.0,0.004999999888,1e-05,0.071505218744,1.0,5.198653697968
258,310.0,50.0,8.0,500.0,10.0,5.0,20.0,4.0,4000.0,0.001000000047,3.0,90.0,0.004999999888,1e-05,0.024077236652,1.0,4.989123344421
259,310.0,50.0,10.0,1000.0,5.0,5.0,20.0,4.0,2000.0,0.001000000047,12.0,90.0,0.004999999888,1e-05,0.020242184401,1.0,4.825810909271
260,310.0,50.0,8.0,500.0,15.0,4.0,20.0,4.0,4000.0,0.001000000047,3.0,90.0,0.004999999888,1e-05,0.024577230215,1.0,4.87030172348
261,50.0,50.0,4.0,1000.0,15.0,4.0,20.0,4.0,1000.0,0.001000000047,3.0,90.0,0.004999999888,1e-05,0.071505218744,1.0,5.150250434875
262,335.0,25.0,4.0,1500.0,20.0,3.0,20.0,4.0,4000.0,0.001000000047,12.0,90.0,0.004999999888,1e-05,0.014510769397,1.0,5.120747566223
263,310.0,50.0,8.0,1000.0,5.0,5.0,20.0,4.0,2000.0,0.001000000047,12.0,90.0,0.004999999888,1e-05,0.024077236652,1.0,4.954279899597
264,310.0,50.0,8.0,1000.0,5.0,5.0,20.0,4.0,3000.0,0.001000000047,12.0,90.0,0.004999999888,1e-05,0.024077236652,1.0,5.054352283478
265,50.0,50.0,4.0,1000.0,10.0,4.0,20.0,4.0,3000.0,0.001000000047,3.0,90.0,0.004999999888,1e-05,0.071505218744,1.0,5.175368785858
266,335.0,25.0,6.0,1000.0,20.0,5.0,20.0,4.0,3000.0,0.001000000047,12.0,90.0,0.004999999888,1e-05,0.014184616506,1.0,5.085720539093
267,335.0,25.0,4.0,1000.0,5.0,4.0,30.0,4.0,1000.0,0.001000000047,9.0,90.0,0.004999999888,1e-05,0.017016153783,1.0,4.959175109863
268,310.0,50.0,10.0,500.0,10.0,5.0,20.0,4.0,2000.0,0.001000000047,3.0,90.0,0.004999999888,1e-05,0.020242184401,1.0,4.842685699463
269,310.0,50.0,8.0,500.0,10.0,4.0,20.0,4.0,3000.0,0.001000000047,3.0,90.0,0.004999999888,1e-05,0.024577230215,1.0,4.835474967957
270,335.0,25.0,10.0,1000.0,20.0,6.0,20.0,4.0,3000.0,0.001000000047,12.0,90.0,0.004999999888,1e-05,0.015032298863,1.0,5.805048465729
271,335.0,25.0,10.0,1000.0,5.0,6.0,20.0,4.0,2000.0,0.001000000047,12.0,90.0,0.004999999888,1e-05,0.015032298863,1.0,5.706882953644
272,335.0,25.0,10.0,1000.0,20.0,6.0,20.0,4.0,2000.0,0.001000000047,12.0,90.0,0.004999999888,1e-05,0.015032298863,1.0,5.847351551056
273,335.0,25.0,10.0,500.0,5.0,6.0,20.0,4.0,1000.0,0.001000000047,3.0,90.0,0.004999999888,1e-05,0.015032298863,1.0,5.689478397369
274,335.0,25.0,10.0,500.0,10.0,6.0,20.0,4.0,3000.0,0.001000000047,3.0,90.0,0.004999999888,1e-05,0.015032298863,1.0,5.853234767914
275,335.0,25.0,8.0,1000.0,20.0,5.0,35.0,4.0,3000.0,0.001000000047,6.0,90.0,0.004999999888,1e-05,0.020377323031,1.0,5.873397350311
276,50.0,50.0,4.0,1000.0,10.0,6.0,20.0,4.0,2000.0,0.001000000047,3.0,90.0,0.004999999888,1e-05,0.071505218744,1.0,5.999997615814
277,335.0,25.0,10.0,500.0,20.0,6.0,20.0,4.0,4000.0,0.001000000047,3.0,90.0,0.004999999888,1e-05,0.015032298863,1.0,5.835269927979
278,310.0,50.0,10.0,1000.0,5.0,6.0,20.0,4.0,2000.0,0.001000000047,12.0,90.0,0.004999999888,1e-05,0.019742190838,1.0,5.635921478271
279,310.0,50.0,6.0,1000.0,10.0,4.0,30.0,4.0,4000.0,0.001000000047,9.0,90.0,0.004999999888,1e-05,0.028618469834,1.0,5.85623550415
280,335.0,25.0,10.0,500.0,10.0,6.0,20.0,4.0,1000.0,0.001000000047,3.0,90.0,0.004999999888,1e-05,0.015032298863,1.0,5.762364864349
281,50.0,50.0,10.0,2000.0,20.0,4.0,30.0,4.0,4000.0,0.001000000047,3.0,90.0,0.004999999888,1e-05,0.32177349925,1.0,5.713489055634
282,50.0,50.0,4.0,1500.0,10.0,4.0,20.0,4.0,3000.0,0.001000000047,6.0,90.0,0.004999999888,1e-05,0.071505218744,1.0,5.998380184174
283,310.0,50.0,8.0,1000.0,5.0,6.0,20.0,4.0,2000.0,0.001000000047,12.0,90.0,0.004999999888,1e-05,0.023577228189,1.0,5.912414550781
284,50.0,50.0,4.0,2000.0,20.0,4.0,30.0,4.0,4000.0,0.001000000047,9.0,90.0,0.004999999888,1e-05,0.107257828116,1.0,5.455916881561
285,335.0,25.0,8.0,500.0,5.0,5.0,20.0,4.0,3000.0,0.001000000047,3.0,90.0,0.004999999888,1e-05,0.014858461916,1.0,5.403641223907
286,335.0,25.0,8.0,1000.0,20.0,5.0,35.0,4.0,4000.0,0.001000000047,6.0,90.0,0.004999999888,1e-05,0.020377323031,1.0,5.968111515045
287,50.0,50.0,4.0,2000.0,20.0,6.0,40.0,4.0,3000.0,0.001000000047,3.0,90.0,0.004999999888,1e-05,0.143010437489,1.0,5.728012084961
288,50.0,50.0,4.0,1500.0,15.0,6.0,20.0,4.0,4000.0,0.001000000047,3.0,90.0,0.004999999888,1e-05,0.071505218744,1.0,5.987442970276
289,310.0,50.0,8.0,1000.0,10.0,6.0,20.0,4.0,3000.0,0.001000000047,12.0,90.0,0.004999999888,1e-05,0.023577228189,1.0,5.826074123383
290,335.0,25.0,10.0,1000.0,15.0,6.0,20.0,4.0,3000.0,0.001000000047,12.0,90.0,0.004999999888,1e-05,0.015032298863,1.0,5.917383670807
291,310.0,50.0,8.0,1000.0,15.0,6.0,20.0,4.0,2000.0,0.001000000047,12.0,90.0,0.004999999888,1e-05,0.023577228189,1.0,5.895377159119
292,25.0,25.0,4.0,2000.0,10.0,5.0,20.0,4.0,2000.0,0.001000000047,9.0,90.0,0.004999999888,1e-05,0.027978461236,1.0,5.84624671936
293,50.0,50.0,10.0,2000.0,20.0,4.0,30.0,4.0,3000.0,0.001000000047,3.0,90.0,0.004999999888,1e-05,0.32177349925,1.0,5.726207733154
294,310.0,50.0,10.0,1000.0,10.0,6.0,20.0,4.0,4000.0,0.001000000047,12.0,90.0,0.004999999888,1e-05,0.019742190838,1.0,5.784404277802
295,50.0,50.0,8.0,2000.0,10.0,4.0,30.0,4.0,3000.0,0.001000000047,3.0,90.0,0.004999999888,1e-05,0.250268250704,1.0,5.784160137177
296,310.0,50.0,8.0,500.0,15.0,6.0,20.0,4.0,4000.0,0.001000000047,3.0,90.0,0.004999999888,1e-05,0.023577228189,1.0,5.939369678497
297,335.0,25.0,10.0,500.0,20.0,6.0,20.0,4.0,3000.0,0.001000000047,3.0,90.0,0.004999999888,1e-05,0.015032298863,1.0,5.755874156952
298,50.0,50.0,4.0,1000.0,5.0,6.0,20.0,4.0,1000.0,0.001000000047,3.0,90.0,0.004999999888,1e-05,0.071505218744,1.0,5.968604564667
299,310.0,50.0,8.0,500.0,5.0,6.0,20.0,4.0,2000.0,0.001000000047,3.0,90.0,0.004999999888,1e-05,0.023577228189,1.0,5.88225030899
300,310.0,50.0,6.0,1000.0,5.0,5.0,20.0,4.0,3000.0,0.001000000047,12.0,90.0,0.004999999888,1e-05,0.022912323475,1.0,6.112712860107
301,50.0,50.0,4.0,2000.0,5.0,6.0,20.0,4.0,2000.0,0.001000000047,12.0,90.0,0.004999999888,1e-05,0.071505218744,1.0,6.092527389526
302,25.0,25.0,4.0,2000.0,20.0,4.0,30.0,4.0,3000.0,0.001000000047,3.0,90.0,0.004999999888,1e-05,0.041967689991,1.0,6.361129760742
303,310.0,50.0,6.0,500.0,15.0,5.0,20.0,4.0,4000.0,0.001000000047,3.0,90.0,0.004999999888,1e-05,0.022912323475,1.0,6.139019489288
304,25.0,25.0,4.0,2000.0,20.0,5.0,20.0,4.0,4000.0,0.001000000047,3.0,90.0,0.004999999888,1e-05,0.027978461236,1.0,6.345384597778
305,25.0,25.0,4.0,2000.0,15.0,4.0,30.0,4.0,3000.0,0.001000000047,3.0,90.0,0.004999999888,1e-05,0.041967689991,1.0,6.079246520996
306,50.0,50.0,4.0,1000.0,15.0,6.0,20.0,4.0,2000.0,0.001000000047,3.0,90.0,0.004999999888,1e-05,0.071505218744,1.0,6.141086101532
307,50.0,50.0,4.0,2000.0,15.0,6.0,20.0,4.0,3000.0,0.001000000047,12.0,90.0,0.004999999888,1e-05,0.071505218744,1.0,6.191010475159
308,25.0,25.0,6.0,2000.0,15.0,5.0,20.0,4.0,4000.0,0.001000000047,3.0,90.0,0.004999999888,1e-05,0.046630769968,1.0,6.274789333344
309,335.0,25.0,4.0,500.0,20.0,4.0,20.0,4.0,2000.0,0.001000000047,3.0,90.0,0.004999999888,1e-05,0.014010768384,1.0,6.537744045258
310,50.0,50.0,4.0,2000.0,20.0,5.0,20.0,4.0,2000.0,0.001000000047,9.0,90.0,0.004999999888,1e-05,0.071505218744,1.0,6.060784816742
311,25.0,25.0,6.0,2000.0,15.0,5.0,20.0,4.0,2000.0,0.001000000047,3.0,90.0,0.004999999888,1e-05,0.046630769968,1.0,6.238782405853
312,335.0,25.0,8.0,1000.0,5.0,5.0,35.0,4.0,1000.0,0.001000000047,6.0,90.0,0.004999999888,1e-05,0.020377323031,1.0,6.026031494141
313,50.0,50.0,10.0,2000.0,5.0,5.0,20.0,4.0,4000.0,0.001000000047,12.0,90.0,0.004999999888,1e-05,0.214515641332,1.0,6.083815097809
314,50.0,50.0,4.0,1500.0,10.0,4.0,20.0,4.0,4000.0,0.001000000047,6.0,90.0,0.004999999888,1e-05,0.071505218744,1.0,6.145996570587
315,25.0,25.0,4.0,1500.0,10.0,3.0,20.0,4.0,1000.0,0.001000000047,3.0,90.0,0.004999999888,1e-05,0.027978463098,1.0,6.468845367432
316,50.0,50.0,4.0,2000.0,20.0,6.0,20.0,4.0,4000.0,0.001000000047,12.0,90.0,0.004999999888,1e-05,0.071505218744,1.0,6.097049713135
317,50.0,50.0,6.0,1500.0,10.0,6.0,20.0,4.0,2000.0,0.001000000047,3.0,90.0,0.004999999888,1e-05,0.119175359607,1.0,6.007653713226
318,25.0,25.0,4.0,2000.0,5.0,5.0,20.0,4.0,1000.0,0.001000000047,3.0,90.0,0.004999999888,1e-05,0.027978461236,1.0,6.198846817017
319,310.0,50.0,6.0,500.0,15.0,5.0,20.0,4.0,3000.0,0.001000000047,3.0,90.0,0.004999999888,1e-05,0.022912323475,1.0,6.064340114594
320,50.0,50.0,4.0,2000.0,20.0,5.0,20.0,4.0,1000.0,0.001000000047,9.0,90.0,0.004999999888,1e-05,0.071505218744,1.0,6.111657142639
321,25.0,25.0,6.0,2000.0,20.0,5.0,20.0,4.0,3000.0,0.001000000047,3.0,90.0,0.004999999888,1e-05,0.046630769968,1.0,6.037638187408
322,25.0,25.0,6.0,2000.0,15.0,5.0,20.0,4.0,1000.0,0.001000000047,3.0,90.0,0.004999999888,1e-05,0.046630769968,1.0,6.188212394714
